id,status_group
54694,non functional
64779,functional
40730,functional
19182,functional
12567,functional
48915,functional
2039,functional
55896,functional
20662,functional
70985,non functional
23669,functional
8449,non functional
49106,functional
51497,functional
15517,non functional
43234,functional
69181,functional needs repair
33746,non functional
18642,non functional
45027,functional
23403,functional
53897,non functional
16125,functional
1419,functional
30942,non functional
66300,functional needs repair
5529,non functional
72022,non functional
65202,non functional
74074,non functional
6075,functional
3178,functional needs repair
65151,non functional
24829,non functional
20716,non functional
43988,functional
32930,non functional
72494,non functional
72952,functional
28180,non functional
66512,non functional
48258,non functional
16160,functional
16022,functional
15662,non functional
62551,functional
58577,functional
53111,functional
69736,non functional
7427,non functional
63505,functional
27246,functional
39240,non functional
36078,functional
27600,non functional
47259,non functional
49176,functional
15470,functional
36098,non functional
73544,functional
14902,functional
49920,functional
26055,functional
44564,functional
47882,non functional
71004,functional
38572,non functional
35471,non functional
33244,functional
62963,functional
17338,functional
4814,functional
6505,non functional
31999,functional
40741,functional
70017,functional
4419,functional
64634,functional
57538,functional
63263,functional
66379,non functional
63646,non functional
57999,non functional
17339,functional
20437,functional
32647,functional
44531,functional
36655,functional
52705,functional
27883,functional
56621,functional
60792,functional
16298,non functional
10372,functional
22346,non functional
59691,functional
38740,functional
303,functional
73402,functional
53950,non functional
11216,non functional
47505,functional needs repair
17838,functional
35474,functional
46381,non functional
60312,functional
39090,functional
24742,non functional
11783,non functional
22599,functional
43931,functional
29020,functional
64647,non functional
22764,functional
50133,non functional
13498,non functional
40788,functional
61499,functional
38694,functional
6140,non functional
66728,functional
60413,non functional
39963,non functional
29797,functional
35041,functional
73386,functional
44448,functional
50783,non functional
31555,functional
73952,non functional
69355,functional
19111,non functional
635,functional
23883,functional
6690,non functional
44274,functional
25081,functional
20710,functional
73617,functional
27937,non functional
10108,functional
5849,functional
7848,functional
704,functional
40327,functional
30219,non functional
73638,functional
16688,non functional
14012,non functional
57519,non functional
6771,non functional
41671,functional
58994,functional
58980,functional
4935,functional
29178,functional
9533,functional
57766,functional
5411,functional
68513,functional
22622,non functional
27092,functional
48553,functional
24346,functional
9665,non functional
61540,functional
41357,functional
42138,functional
23218,non functional
22604,non functional
27284,functional
60200,functional
7573,functional
59143,non functional
73321,functional
31590,functional
41036,functional
2170,non functional
54880,functional
3605,functional
65642,functional
27440,functional
1099,non functional
42148,non functional
69024,non functional
18824,functional
21058,functional
43375,non functional
20698,non functional
23752,non functional
69014,non functional
25154,functional needs repair
21604,functional
1407,functional
12686,functional
891,functional
30835,functional
27885,functional
34836,functional
37512,non functional
10075,functional
48483,functional
44347,functional
70829,functional
16391,functional
21298,non functional
4023,functional
72636,functional
259,functional
4961,functional
65780,functional
35844,non functional
55882,functional
39765,non functional
10301,functional
8569,functional
52972,non functional
72592,functional
35207,functional
71608,functional
57197,non functional
28513,functional
11477,non functional
36041,functional
6382,non functional
49158,functional
62048,functional
48467,functional
48565,functional
16775,non functional
19897,functional
58138,functional
67366,functional
50450,functional
45815,non functional
63874,non functional
69159,functional
4767,functional
41508,non functional
27934,functional
39386,functional
64159,functional
31464,functional
4820,non functional
28743,functional
25980,non functional
48551,non functional
73156,non functional
27126,non functional
44495,functional
29884,non functional
49640,non functional
16434,functional needs repair
58694,functional
62064,non functional
56502,non functional
37379,functional
51880,non functional
47791,functional
660,functional
70015,functional
57769,functional
10971,functional
52009,functional
56767,functional
56285,functional
3429,functional
46399,functional
22290,functional
71086,non functional
31742,non functional
29307,functional
26089,functional
63673,non functional
22169,functional
66731,functional
69919,non functional
66730,non functional
25173,functional
25004,functional
9726,functional
19296,non functional
60261,functional
9380,non functional
959,functional
5547,functional
22945,functional
43757,non functional
41580,functional
67957,non functional
10039,functional
45305,functional
40192,functional
28030,non functional
38006,functional
65232,functional
57996,non functional
56370,non functional
29050,functional
56820,functional
2709,functional
2702,non functional
67013,non functional
46274,functional
18369,non functional
163,non functional
3018,functional
32725,functional
37552,functional
67863,non functional
36522,non functional
51401,non functional
60607,functional
38468,functional
9451,non functional
11514,non functional
57382,functional
8094,functional
45517,functional
44945,functional
42958,non functional
6364,functional needs repair
31745,non functional
12660,non functional
55609,functional
6609,functional
9118,functional
19750,functional
60263,non functional
29368,functional
48179,non functional
913,non functional
21610,non functional
4279,functional
61702,functional
24295,non functional
31029,non functional
34917,non functional
54143,functional
48165,functional
61165,non functional
3511,functional
27673,non functional
46990,functional
33691,non functional
51567,non functional
43215,functional
26957,non functional
33416,non functional
55952,non functional
15766,non functional
40855,non functional
27807,functional
46443,functional
18208,functional
7068,functional
62712,functional
53375,functional
53895,non functional
5245,functional
72156,functional
17641,functional
55850,functional
35754,functional
61865,functional
37403,functional
64752,non functional
56021,functional
65703,functional
1001,non functional
31824,functional
18836,non functional
3885,non functional
14118,functional needs repair
20043,non functional
9612,non functional
22011,non functional
46128,functional
60875,non functional
66936,functional
58928,functional
15412,functional
58470,non functional
14158,functional
71685,non functional
34218,non functional
20975,functional
23201,non functional
36029,non functional
47768,non functional
15811,non functional
15696,functional
26130,functional
66582,functional
57266,functional
16803,functional
36212,non functional
67234,non functional
70204,functional
2576,functional
47817,functional
16554,functional
10014,non functional
39649,functional
21768,functional
13382,non functional
38340,non functional
54059,functional
48319,functional
70126,non functional
7445,functional
22399,functional
48663,functional
62521,non functional
12931,non functional
32399,functional
28936,functional
69515,functional
42812,functional
10462,functional
66822,functional
65092,non functional
10106,functional
31244,non functional
70198,non functional
68129,non functional
127,functional
44277,functional
12395,functional
46254,functional needs repair
65302,non functional
29662,functional
37879,functional
65504,functional
8782,functional
29363,functional
38629,functional
55273,functional
11060,non functional
29588,functional
12349,functional
29301,functional
1867,functional
1566,functional
24729,functional
63618,functional
18506,functional
52835,functional
54804,functional needs repair
5439,functional
42479,functional
42295,functional
35892,functional
37244,functional
47451,non functional
48106,functional
58363,functional
43867,non functional
19137,functional
72547,functional
26651,non functional
29690,functional
56624,functional
28138,functional
14055,functional
45586,non functional
8651,functional
6713,functional
42016,functional
8693,functional
47285,functional
1098,functional
56061,non functional
20581,functional
40565,non functional
36285,non functional
54774,functional
68375,non functional
72467,non functional
10343,non functional
60133,non functional
40840,functional
23350,functional
26480,functional
5532,functional
14605,functional
36089,non functional
13031,non functional
33733,non functional
63005,functional
18828,non functional
59725,functional
23138,functional
72526,functional
43112,functional
3866,non functional
23155,functional
8558,functional
60953,functional
18884,functional
35438,non functional
56008,functional
39761,functional
41981,functional
38576,non functional
56871,functional
917,functional
47737,functional
69446,non functional
2626,non functional
25271,functional
34646,non functional
341,non functional
37897,non functional
64538,functional
34348,functional
67426,functional
53079,functional
12527,functional
55255,non functional
44610,non functional
65546,non functional
2260,functional
5480,functional
27649,functional
53468,non functional
497,functional
46354,non functional
38045,functional
29576,non functional
5200,non functional
26463,functional
8715,functional
70544,functional
50219,non functional
73092,functional
30057,non functional
27186,functional
29660,functional
52836,non functional
66209,non functional
1642,functional
59679,functional
24882,non functional
63530,non functional
15722,non functional
47376,functional
50807,functional
73203,functional
9120,non functional
45680,functional
59738,functional
21831,non functional
41297,functional
24692,functional
57243,functional
24782,functional needs repair
50595,non functional
19094,non functional
48584,functional
48555,functional needs repair
34860,functional needs repair
60788,functional
52047,functional
61582,functional
73095,non functional
53019,non functional
9899,functional
23228,non functional
44329,functional
8859,functional
18043,functional
41457,non functional
42227,non functional
40803,non functional
33795,functional
20012,functional
47298,functional
65384,functional
19516,non functional
6008,functional
73261,functional
35666,non functional
58088,functional
24040,functional
21703,functional
63085,functional
25016,non functional
22902,functional
58243,functional
66798,functional
58210,non functional
2527,functional
72877,functional
36503,functional
57992,non functional
33901,functional
63367,functional
21889,functional
44714,functional
1648,functional
69020,functional
61641,functional
172,functional
11989,functional
61387,functional
61936,functional
51263,functional
39424,functional
44914,functional
40977,non functional
73925,functional
50660,functional
952,non functional
61606,functional needs repair
25329,non functional
13916,functional
23504,non functional
53280,functional
51264,non functional
18339,non functional
57856,non functional
31074,non functional
21979,non functional
68911,non functional
42445,non functional
3493,non functional
59660,non functional
4690,functional
6621,functional
34656,functional needs repair
51581,non functional
67154,functional
66142,functional
17049,functional
53488,non functional
40701,non functional
8543,functional
63015,functional
38752,functional
5830,functional
15645,functional
28181,non functional
51803,non functional
32682,functional
73083,non functional
8389,functional
72561,functional
14682,functional
44125,non functional
19755,functional
18437,functional
37809,non functional
58896,functional
56782,non functional
22859,non functional
5196,functional
28854,functional
52739,functional
28266,functional
73472,functional
21845,non functional
35978,non functional
35588,functional
57591,functional needs repair
52983,functional
11561,functional
29609,non functional
17759,functional
73738,non functional
45070,non functional
25921,non functional
51424,functional
74056,functional
72373,functional needs repair
45594,non functional
44385,functional needs repair
5349,functional
65856,non functional
56192,functional
45904,functional
32231,non functional
6177,functional needs repair
2162,non functional
61649,functional
21251,non functional
4566,functional
70553,functional needs repair
41190,non functional
25938,non functional
27542,functional
27090,functional
56219,functional
73563,functional
31088,non functional
54004,functional
70048,functional
3022,functional
16785,functional
58915,functional
73166,functional
44005,functional
60708,functional
70812,non functional
47488,functional
12013,functional
1771,functional
52241,non functional
35609,functional
36662,functional needs repair
44989,non functional
34207,non functional
24623,functional
47837,functional
255,functional
4553,functional
50307,non functional
63501,functional
50892,non functional
33346,functional
67287,functional
39253,functional
38883,functional
56105,functional
11206,functional
64557,non functional
54769,functional needs repair
63431,non functional
14352,non functional
6379,functional
67028,functional
5682,functional
38675,functional
6666,non functional
5236,non functional
21395,non functional
36698,non functional
48142,non functional
51286,functional
42336,functional
31706,functional
3345,non functional
47932,functional
31478,functional needs repair
9532,non functional
73761,functional
56671,non functional
68926,functional
5948,non functional
50924,functional
54124,functional
49803,non functional
45943,functional
9416,functional
64344,functional
18984,non functional
20418,non functional
18771,functional
16973,non functional
44237,non functional
66917,functional
53267,functional
60301,non functional
18067,functional
24561,functional
45213,non functional
24003,non functional
67407,non functional
21502,functional
69897,functional
57803,functional
73759,non functional
73907,functional
45239,functional
25764,functional
29024,functional
62429,functional
5050,functional
50797,functional
33439,non functional
50003,non functional
71083,functional
21851,functional
156,functional
26070,functional
70845,non functional
64391,functional
40193,functional
42472,functional
24140,functional
17980,non functional
44033,non functional
60837,functional
60934,non functional
59198,functional
73351,functional
27179,non functional
38268,non functional
64822,non functional
67220,functional
14858,functional
5405,non functional
41873,functional
35681,non functional
28014,non functional
60882,functional
37197,non functional
56169,functional
40819,functional
47268,functional
25093,non functional
28902,functional
2647,functional needs repair
49267,functional
51138,functional
33337,non functional
43335,functional
12859,functional
2376,functional
26685,functional
67230,functional
7453,non functional
14709,non functional
45608,non functional
66170,functional
7066,non functional
49528,functional
36390,non functional
71159,functional
20907,non functional
60947,functional
28109,functional needs repair
8222,non functional
63419,functional
39541,functional
66799,functional needs repair
42453,functional
44948,functional
16134,non functional
7150,non functional
46674,functional
19347,functional
73368,functional
62965,functional
51437,non functional
7712,non functional
27678,non functional
19658,non functional
8612,non functional
43393,functional
63767,non functional
60743,functional
38868,non functional
45892,functional
7693,functional
44321,functional
15346,non functional
3798,non functional
30873,functional
53741,functional
61491,functional
4689,functional
54616,functional
43137,functional
39951,functional
6774,functional
53301,functional
44379,functional
19784,non functional
11880,non functional
10311,functional
71114,non functional
48596,functional
12571,non functional
23249,functional
15606,functional
22941,non functional
63544,non functional
65483,functional
24859,functional
50004,non functional
26180,non functional
25677,non functional
7806,functional
42941,non functional
46795,non functional
21682,functional
53244,non functional
46016,functional
56537,non functional
57183,non functional
71758,non functional
57645,functional
21981,functional
30118,non functional
34419,functional
646,non functional
40521,non functional
31158,functional
41396,functional
72673,non functional
47571,functional
819,non functional
10881,non functional
3810,non functional
7012,functional
25928,functional
57357,non functional
68059,functional
52523,functional
20022,non functional
35242,non functional
5772,functional
68411,functional
22773,non functional
30840,non functional
34085,non functional
11864,functional
11913,non functional
11340,functional
22905,functional
74212,non functional
3420,non functional
49412,functional
54054,functional
34444,functional
39470,non functional
23901,functional needs repair
66573,functional
57779,functional
40835,non functional
50316,non functional
37342,functional
5566,functional
60737,functional
57943,non functional
66476,functional needs repair
59939,functional
72408,functional
11873,functional
48702,functional
7015,functional
12932,functional
28055,functional
36746,functional
70432,non functional
32209,functional
65582,functional
32082,non functional
62792,functional
45653,functional
2961,functional
865,non functional
73028,functional
62864,non functional
66136,functional
48998,functional
48514,non functional
15090,functional
62509,non functional
17001,functional
16442,functional
32264,functional
25727,functional
19946,functional
2067,functional
7533,functional
65221,non functional
54802,non functional
71245,non functional
56479,functional
25532,functional
52859,non functional
26502,functional needs repair
15117,non functional
62162,functional
24291,functional
51849,functional
36701,non functional
20985,functional
19748,functional
37505,functional
11439,non functional
14217,non functional
36525,non functional
63725,functional
37482,functional
21715,functional
72903,non functional
38794,non functional
30054,non functional
65097,functional
41517,functional
14239,non functional
48270,functional needs repair
67159,non functional
29086,functional
26104,functional
11498,non functional
44768,functional
19116,functional needs repair
15023,non functional
40676,functional
8210,functional
33076,non functional
56754,functional
30889,functional
46522,functional
11557,non functional
27438,functional
4104,functional needs repair
65080,functional
69215,functional
36505,functional
9490,functional needs repair
20545,functional
26335,functional
20696,non functional
38555,functional
62469,functional
52442,functional
39356,functional
57625,non functional
51228,functional
22062,functional
3390,functional
52933,non functional
64378,functional
27382,functional
24366,functional
584,functional
29605,functional
47843,non functional
32981,non functional
23712,functional
36757,non functional
2505,functional
56157,non functional
62541,functional
48317,functional
33697,functional needs repair
23739,functional
38956,functional
47565,non functional
22228,non functional
46096,non functional
71805,non functional
37621,non functional
58278,non functional
11057,functional
29557,functional
16939,functional
60804,non functional
15704,non functional
48807,non functional
10913,non functional
61545,non functional
37822,functional
3474,functional
33257,non functional
21503,functional
14268,functional
40583,non functional
65287,functional
17622,functional needs repair
69264,functional
42084,non functional
74154,functional
1520,functional
73005,functional
8490,functional
68489,functional
18792,non functional
51364,functional
44553,non functional
12148,functional
63920,functional
7497,non functional
1951,non functional
26958,non functional
65897,functional
15227,functional
17963,non functional
29326,non functional
59684,non functional
60256,non functional
40915,non functional
54884,functional
4505,functional
24316,non functional
2843,non functional
38403,non functional
53329,non functional
50169,functional needs repair
27766,functional
55507,functional
6481,functional
28793,non functional
60763,non functional
54535,functional
64182,functional
11863,functional needs repair
1945,functional
42937,non functional
7836,functional
10177,functional
44023,functional
4736,functional
10658,functional
18927,functional
42536,non functional
60925,functional
20026,non functional
62025,functional
65029,functional needs repair
34443,non functional
49050,functional
16075,functional
14208,functional
42791,functional
49532,functional
33022,non functional
67529,non functional
47546,functional
28169,functional
17256,functional
27252,functional
11454,functional
24354,non functional
49659,functional
59703,functional
15534,functional
57208,functional
12820,non functional
42519,functional
61228,functional
17780,non functional
9587,functional
35313,non functional
48852,non functional
26297,functional
50871,non functional
41014,non functional
14737,functional
29103,non functional
13272,non functional
60981,functional
23040,functional
69479,functional needs repair
61110,non functional
5912,functional
69460,functional needs repair
9268,non functional
58766,non functional
69125,functional
33215,non functional
5531,functional
31846,functional
26146,functional
44608,functional
39404,functional
473,non functional
918,functional
53322,non functional
19984,functional
14099,non functional
60507,functional
737,non functional
13046,functional
59747,functional
7466,functional
71316,functional
54266,non functional
30934,non functional
65010,functional
55524,functional
44060,non functional
70372,functional
4386,functional
35675,functional
41332,non functional
55598,non functional
61164,non functional
45271,functional
19594,functional
64869,non functional
34652,non functional
45932,non functional
44634,functional
30887,non functional
23794,non functional
32176,non functional
6045,functional
34035,functional
46466,non functional
37519,functional
12536,functional
20123,functional
33376,functional
61089,non functional
30938,non functional
61987,functional
40061,non functional
18498,non functional
41951,functional
15683,functional
44001,functional
41636,functional
18863,non functional
3130,non functional
52230,functional
1969,non functional
37489,functional needs repair
28607,functional
28975,functional needs repair
62080,functional
59619,non functional
20251,non functional
18615,functional
34650,non functional
37444,functional
508,functional
8227,functional
2208,non functional
48140,non functional
34226,functional
55270,functional
43568,non functional
63385,functional
1048,non functional
7351,functional
920,functional
32400,functional
71407,non functional
54681,functional
72926,functional
17509,non functional
40696,functional
39363,functional
46131,functional
4309,functional
36560,functional
67799,non functional
72868,non functional
35898,non functional
10830,functional
66810,functional needs repair
68345,functional
57496,functional
52646,functional
30932,functional
62611,non functional
13049,functional
64431,functional
47218,non functional
5656,functional
42987,functional
6890,functional
8074,functional
18535,functional
60005,non functional
67381,functional needs repair
51550,functional
59056,functional
21562,non functional
40402,functional
13277,functional
44189,non functional
3469,functional needs repair
20489,functional
50987,non functional
36410,non functional
858,functional
25153,functional
63774,functional
44698,functional
52280,non functional
38993,functional
54749,non functional
12336,non functional
15925,functional
44285,functional
39876,functional
10861,functional
7616,functional
55317,functional
63259,functional
5020,functional
19207,non functional
10426,non functional
49202,non functional
39808,non functional
17581,functional
8519,functional needs repair
56090,non functional
73106,functional
33148,functional
1787,functional
9331,functional
28653,non functional
58842,functional needs repair
36459,functional
24423,functional
70219,functional
38125,functional
23125,non functional
49155,functional
52364,functional
52625,non functional
54641,functional
56914,functional
941,non functional
1000,non functional
14190,functional
14574,non functional
17827,non functional
9433,functional
22234,functional
35099,non functional
17763,non functional
37436,functional
62076,non functional
1958,functional
8939,functional
73476,functional
35376,functional
37382,functional
35657,functional
40007,functional
37040,functional
57998,functional
15003,non functional
53737,non functional
4911,functional
62756,functional
36813,functional
52524,non functional
54064,non functional
61407,non functional
21631,functional
46754,functional
38078,non functional
43352,non functional
41136,functional
59503,functional
11017,functional
54104,non functional
37938,non functional
44879,functional
29121,non functional
24111,functional
13864,functional
70659,non functional
19431,non functional
67382,non functional
54891,functional
56910,functional needs repair
51763,functional needs repair
37657,non functional
71298,functional
34347,functional
7747,functional
68120,functional
21308,functional needs repair
60142,non functional
10328,functional
44072,functional
34296,functional
34055,functional
13336,functional
2800,functional
7274,functional
1885,functional
27234,functional
5704,non functional
48053,functional
35428,non functional
60232,functional
8489,non functional
72991,functional
27604,functional
63555,functional needs repair
4482,functional
48718,non functional
1521,non functional
14094,functional
22464,non functional
41322,non functional
60153,functional
19339,functional
57171,functional
24293,non functional
56039,functional
9472,functional
10554,non functional
26606,functional
46533,functional
32950,non functional
59127,functional
68801,functional
21924,functional
40151,functional
25393,functional
66761,functional
24637,functional
36937,functional
68907,functional
13475,functional
22882,non functional
55068,functional
9498,functional
35031,non functional
39312,functional
50350,functional
58092,functional
52681,non functional
41786,non functional
37132,non functional
14545,functional
20394,functional
52720,non functional
65107,non functional
55271,functional
64854,functional
74232,functional
16709,non functional
11670,functional
50639,functional
15909,non functional
13270,non functional
25149,functional
12208,functional
26350,non functional
45210,non functional
20335,functional
5868,functional
62144,functional
71406,non functional
10920,functional
38396,functional
35690,functional
69510,functional
46371,non functional
33984,functional
73152,functional
58024,functional
71738,functional
28065,non functional
67086,non functional
58122,functional
57668,non functional
31327,functional
14781,functional
51381,functional
55004,functional
43219,functional
38978,functional
11044,non functional
24771,functional
18028,functional
70575,functional
49777,non functional
29806,functional
2580,functional
26225,functional
29647,functional
45709,non functional
41625,functional
54310,non functional
28899,functional
16034,functional
64848,non functional
32694,functional
58564,non functional
29310,functional
39223,functional needs repair
36658,functional
73611,functional
3761,non functional
62277,functional
16590,functional
12774,functional needs repair
36944,functional
13416,non functional
54088,functional
67150,functional
60727,non functional
31595,functional
55174,functional
19383,non functional
41016,functional needs repair
11869,non functional
17512,functional
329,non functional
27467,functional
29547,functional
57341,functional
9099,non functional
30276,functional
60830,functional
40236,functional
16418,functional
55143,non functional
67182,functional
66236,functional
933,functional
9530,functional
21874,functional
23489,non functional
11959,functional needs repair
47086,functional
17465,functional
33004,non functional
29840,functional
26298,non functional
19584,functional
23534,functional
4281,non functional
10431,non functional
71234,functional
18446,functional
57530,functional
33167,functional
41384,functional
12559,functional
64292,functional needs repair
52393,functional
45883,non functional
39995,functional
27159,functional
65782,functional
35599,non functional
67723,non functional
35935,non functional
18721,non functional
37086,functional
53876,functional
20928,functional
26435,non functional
59449,non functional
53589,functional
72395,non functional
55489,functional
28490,functional
25904,functional
6112,functional
41087,functional
35616,functional
42458,functional
66491,functional
9902,non functional
39501,functional
57271,non functional
54070,functional
57910,non functional
71307,non functional
73233,functional
54190,functional
43476,functional
15291,functional
55442,non functional
73581,functional
21815,functional
26448,functional
37929,functional
57411,functional
35623,non functional
22237,functional
59922,functional
61522,functional
38593,functional
26325,functional
52529,functional
16179,functional
51492,functional
16490,non functional
12533,functional needs repair
20630,functional
21096,non functional
58303,functional
38251,functional
38969,functional
69249,non functional
1704,functional
68089,functional
70082,functional
64897,functional
1539,non functional
63401,non functional
17289,non functional
62502,non functional
8008,functional
34013,non functional
32417,functional
9402,non functional
45289,functional
73097,functional
30193,non functional
1600,non functional
39380,functional
64694,non functional
64445,functional
38643,non functional
4584,functional
38012,functional
66001,functional
39547,functional
31019,non functional
38342,functional
5833,non functional
13355,functional
18172,functional
65723,non functional
25047,functional
60182,non functional
23306,functional
39438,non functional
31343,functional
25587,functional
33637,functional
70033,non functional
16763,functional
60779,non functional
48712,functional
39140,non functional
50624,functional
53191,non functional
47480,functional
58276,functional
20905,functional
50945,functional
22691,non functional
63644,non functional
21373,non functional
59934,non functional
1501,functional
4506,functional
67417,functional
31437,functional
45686,functional needs repair
322,non functional
66741,functional
17982,functional
28695,functional
62059,non functional
22640,functional
8415,non functional
46551,non functional
29090,non functional
42749,non functional
12189,functional
33882,functional
21335,non functional
12028,non functional
37175,functional
38194,functional
9442,functional
49740,non functional
64124,functional
62573,functional
44167,functional
50010,non functional
10025,functional
45602,functional
68765,functional
12589,functional
59324,non functional
33688,functional
19954,functional
22395,functional
26777,functional
26743,functional
27081,functional
33187,non functional
32790,functional
1570,functional
58116,functional
33352,non functional
20186,non functional
15559,functional
19807,functional
60205,functional
15388,functional
57972,functional
47257,functional
33815,functional
55742,functional needs repair
7644,functional
61628,functional
70675,functional
42823,functional
19779,non functional
5717,functional
19844,functional
39889,functional
21722,functional
32563,functional
70253,functional
33707,functional
74113,functional
65967,functional
37035,non functional
8760,non functional
33546,functional
19101,non functional
68799,non functional
56246,functional
62810,functional
61890,non functional
5141,functional
29355,non functional
33327,functional
58982,non functional
60223,non functional
63199,non functional
21388,functional
18585,functional
21728,functional
30865,functional
10816,non functional
61227,functional
61428,functional
41232,functional
13413,functional
32796,non functional
67277,non functional
48199,functional
57497,functional
23991,non functional
65862,functional
12726,functional
26953,functional
40165,functional
33105,functional needs repair
70858,functional
11052,functional
1219,functional
2789,functional needs repair
39769,non functional
39656,functional
39024,functional
66675,functional
38102,non functional
11270,functional
63282,functional
19838,functional
3489,non functional
39335,non functional
37020,functional
2345,functional
22712,functional
30822,functional
17416,functional
55759,functional
18373,functional
31433,non functional
49325,functional
39393,non functional
52516,non functional
51356,non functional
38136,functional
1350,non functional
66588,functional
73304,functional
71524,functional
63270,functional
61101,non functional
71988,functional needs repair
70536,functional
40262,non functional
73038,functional
6582,functional
13369,functional
72495,functional
8747,non functional
20535,functional needs repair
32571,functional
31564,functional
31110,non functional
7027,non functional
56506,non functional
54293,functional
27157,non functional
1789,non functional
49379,non functional
72067,functional
63322,non functional
70759,non functional
63529,functional
18405,functional
16878,non functional
58940,functional
50775,functional
69721,functional
31663,non functional
6810,functional
54609,functional
30612,functional
4519,functional
37636,functional
55899,functional
11240,functional needs repair
14223,non functional
56236,functional
12259,functional
22141,functional
1370,functional
70836,functional
18625,functional
29119,non functional
5041,functional
56083,functional
902,functional
14689,non functional
3009,non functional
1398,non functional
66561,non functional
49986,functional
16577,functional
42217,functional needs repair
49941,functional
53977,functional
31129,functional
3546,functional
62745,non functional
58720,functional
2743,functional
45176,functional
6832,functional
10277,non functional
68567,functional needs repair
66320,functional
31952,functional
18009,non functional
37804,non functional
21749,functional
29055,non functional
23375,non functional
33913,non functional
22145,non functional
47180,functional
51677,functional
4434,functional
44403,functional
55027,functional
60119,functional
22873,non functional
62498,functional
29006,functional
48286,non functional
45429,non functional
33987,functional
2308,non functional
5776,non functional
58409,functional
5901,functional
42560,non functional
36456,functional needs repair
24770,non functional
12066,functional
74028,functional
12112,functional
73069,functional
17954,functional
31238,non functional
32423,non functional
55379,functional needs repair
35248,functional
18465,functional needs repair
13688,functional
51771,functional
12524,non functional
38308,functional
69317,non functional
9504,non functional
55756,functional
18896,functional
10536,functional
73610,functional
45186,functional
3617,non functional
41958,non functional
27720,functional
38061,non functional
68290,functional
55701,functional
57822,functional
27463,functional
19350,non functional
45711,non functional
37651,functional
56508,functional
3416,functional
63389,functional
32470,non functional
32476,functional
11176,non functional
37019,functional
33635,functional
3188,non functional
55475,functional
55090,functional
59979,functional
39796,functional
54157,functional
65307,functional
27351,functional
13654,functional
62110,non functional
52339,functional
28207,functional needs repair
49822,functional
39798,functional
4375,non functional
40503,non functional
15511,functional
29480,non functional
47418,non functional
68897,functional
26536,functional
41805,functional
8613,functional
27540,functional
60052,functional needs repair
74182,functional
57444,non functional
60679,non functional
27560,functional
51654,functional
30299,functional
32861,functional
32887,functional
5243,functional
10216,non functional
65876,functional
69664,non functional
36551,functional
25257,non functional
33544,functional
19165,non functional
38076,functional
65811,functional
56463,functional
60172,functional
35164,functional
40047,functional
66904,functional
33005,functional
34242,functional
50274,functional
52474,functional
59337,functional
39037,functional
671,functional
41286,functional
37572,functional
67085,functional needs repair
60724,non functional
4426,functional needs repair
33519,non functional
68693,non functional
27411,non functional
16059,functional
10508,non functional
51091,functional
58161,non functional
2009,non functional
65306,non functional
45129,functional
70886,functional
21079,functional
14423,functional
29260,functional
33415,non functional
22153,functional
55873,non functional
56274,functional
973,non functional
2449,non functional
50726,functional
56206,functional
11729,functional
13638,functional
58446,functional
9961,functional
3172,functional
19777,functional
5681,functional
47297,non functional
68606,functional
58589,functional
70214,non functional
61042,non functional
11747,functional
72704,functional
19528,functional
25812,functional
9042,functional
52702,functional
60287,non functional
67148,functional
54592,functional
64936,functional
17514,non functional
31598,functional
12279,functional
64840,functional
4094,functional
22173,non functional
13577,functional
4468,functional
6476,functional
10501,non functional
21000,non functional
13196,non functional
53066,non functional
22751,non functional
24620,functional
54477,functional
4677,functional
32688,functional
37045,functional
22548,non functional
27501,non functional
18736,functional
68263,functional
73533,functional
72281,non functional
63286,functional
36489,functional
40144,non functional
466,non functional
901,functional
28663,functional
65505,functional
63075,functional
38111,functional
52514,non functional
24799,non functional
2875,functional
31780,functional
36376,functional
38663,functional
42162,functional
49858,non functional
33864,non functional
73493,functional
71261,functional needs repair
53630,functional needs repair
58384,functional
40480,non functional
3505,functional
72210,functional
14528,functional
56144,functional
46076,functional
55824,functional
21954,non functional
24033,functional
817,non functional
11685,functional
54148,functional
69419,non functional
9333,non functional
73856,non functional
48454,functional
34611,functional
35920,functional
12528,functional
69784,functional
33552,non functional
17157,functional
73453,non functional
50981,functional
23674,functional
11553,functional
29217,functional
73049,non functional
53701,functional
34042,non functional
58103,functional
69002,non functional
10763,functional
21134,non functional
24693,functional
32639,functional
38042,functional
65143,non functional
72947,non functional
35057,functional
32269,functional
21477,non functional
57217,functional
13781,non functional
67883,non functional
7077,functional
73648,functional
59667,functional
2249,functional
19840,non functional
32715,functional needs repair
39154,non functional
43541,functional
3497,functional
51049,functional
4005,functional
30463,functional needs repair
22064,functional
42930,functional
51981,non functional
13120,functional
15575,functional
37358,functional
18770,functional
54680,functional
15607,functional
29377,functional
28331,functional
13122,functional
61918,functional
59227,non functional
35482,non functional
22663,functional needs repair
49587,functional
3773,non functional
42811,non functional
68178,functional
47893,functional
70000,non functional
27493,functional
45643,functional
3839,functional needs repair
39750,non functional
7781,functional
24977,functional
50497,functional
73994,functional
24296,non functional
54924,non functional
23814,functional
23516,functional
13565,functional
58206,non functional
64835,non functional
24276,non functional
57505,non functional
74148,functional needs repair
14845,non functional
2063,functional
57275,functional
31377,functional
68341,functional
59106,functional
4037,functional
32233,non functional
5068,functional
19704,functional
4794,functional
20541,non functional
45174,functional
